Customer_ID,Age,Gender,Region,Monthly_Income,Subscription_Length_Months,Monthly_Bill,Support_Tickets,Internet_Usage_GB,Contract_Type,Payment_Method,Has_Multiple_Services,Last_Login_Days_Ago,Satisfaction_Score,Churn
CUST1657,38,Male,Pune,50855,36,1019,4,119,Monthly,UPI,No,16,4,1
CUST1658,49,Female,Chennai,45972,30,2947,5,100,Monthly,Credit Card,No,13,4,1
CUST1659,58,Female,Kolkata,99518,36,1959,2,490,Quarterly,UPI,No,10,5,1
CUST1660,58,Male,Mumbai,53862,52,784,3,310,Yearly,Credit Card,Yes,6,4,1
CUST1661,23,Female,Chennai,65733,32,1283,1,59,Quarterly,Net Banking,Yes,13,3,1
CUST1662,44,Female,Hyderabad,94140,43,1329,5,250,Yearly,UPI,No,4,6,1
CUST1663,57,Male,Pune,75896,39,2438,5,145,Quarterly,Credit Card,No,15,9,1
CUST1664,41,Male,Bangalore,71347,50,2373,4,307,Yearly,Net Banking,No,26,4,1
CUST1665,50,Female,Mumbai,74331,34,2333,0,164,Yearly,Credit Card,Yes,4,3,1
CUST1666,51,Male,Kolkata,40068,31,1862,6,210,Yearly,Net Banking,No,2,4,1
CUST1667,31,Female,Mumbai,68751,16,515,5,452,Quarterly,UPI,Yes,21,8,1
CUST1668,22,Male,Delhi,63654,21,2551,6,439,Yearly,Credit Card,No,15,2,1
CUST1669,33,Female,Hyderabad,65422,17,1871,0,210,Quarterly,Debit Card,No,10,7,0
CUST1670,23,Female,Kolkata,78899,44,2957,2,325,Yearly,UPI,No,18,3,1
CUST1671,33,Male,Delhi,79346,42,2729,1,345,Quarterly,Debit Card,Yes,22,4,1
CUST1672,59,Female,Kolkata,92559,10,943,1,390,Monthly,Debit Card,No,22,10,1
CUST1673,58,Male,Pune,47653,16,1760,5,214,Quarterly,UPI,No,20,2,1
CUST1674,48,Male,Hyderabad,73169,32,1997,0,351,Monthly,UPI,No,12,8,0
CUST1675,30,Male,Pune,51067,26,700,1,534,Yearly,Debit Card,No,2,4,1
CUST1676,23,Male,Chennai,58992,51,2537,2,415,Monthly,Debit Card,No,25,2,1
CUST1677,50,Female,Bangalore,71486,12,2672,6,309,Yearly,UPI,No,21,10,1
CUST1678,35,Male,Bangalore,60564,18,2251,5,157,Quarterly,Debit Card,No,26,6,1
CUST1679,27,Male,Bangalore,37189,14,1879,0,125,Monthly,Net Banking,Yes,1,4,1
CUST1680,41,Female,Bangalore,37697,38,694,6,509,Quarterly,UPI,Yes,13,5,1
CUST1681,25,Male,Mumbai,90519,51,1985,6,425,Quarterly,Net Banking,Yes,16,1,1
CUST1682,44,Male,Chennai,55256,54,1055,1,138,Yearly,Debit Card,Yes,27,4,1
CUST1683,44,Female,Hyderabad,86063,59,2753,6,72,Quarterly,Debit Card,Yes,1,5,1
CUST1684,52,Male,Delhi,43666,17,975,2,139,Yearly,Credit Card,No,22,7,1
CUST1685,53,Female,Hyderabad,96471,13,2798,3,320,Quarterly,Net Banking,No,5,9,0
CUST1686,50,Female,Delhi,46709,25,2485,4,537,Yearly,Net Banking,No,27,9,1
CUST1687,29,Male,Bangalore,55216,20,2378,2,373,Yearly,Credit Card,Yes,11,6,0
CUST1688,47,Female,Hyderabad,98111,35,2081,2,222,Monthly,UPI,No,26,5,1
CUST1689,22,Female,Hyderabad,37493,8,2576,2,160,Yearly,Credit Card,Yes,28,3,1
CUST1690,26,Male,Mumbai,35594,44,2759,4,305,Quarterly,Net Banking,Yes,9,7,1
CUST1691,25,Male,Mumbai,46626,54,670,4,217,Monthly,Net Banking,Yes,25,6,1
CUST1692,49,Male,Mumbai,73059,47,2472,4,72,Quarterly,Debit Card,Yes,19,8,1
CUST1693,29,Female,Hyderabad,70745,26,1549,6,328,Yearly,Debit Card,No,13,9,1
CUST1694,41,Male,Bangalore,93927,19,2074,2,236,Monthly,UPI,Yes,23,10,1
CUST1695,48,Male,Hyderabad,90197,34,926,2,477,Quarterly,Net Banking,No,6,4,1
CUST1696,59,Male,Delhi,78994,40,827,2,81,Quarterly,Net Banking,No,22,8,1
CUST1697,28,Male,Mumbai,50746,39,2444,3,450,Yearly,Net Banking,Yes,14,5,1
CUST1698,45,Male,Bangalore,51199,57,1792,0,410,Quarterly,Debit Card,No,22,6,1
CUST1699,25,Female,Hyderabad,39290,32,2852,6,395,Monthly,Debit Card,Yes,26,6,1
CUST1700,44,Male,Hyderabad,57052,23,1246,6,342,Quarterly,Credit Card,Yes,26,9,1
CUST1701,50,Female,Hyderabad,76546,33,2881,2,377,Yearly,Net Banking,No,17,3,1
CUST1702,37,Female,Chennai,48157,30,1184,6,246,Yearly,Net Banking,No,19,6,1
CUST1703,59,Female,Chennai,41350,25,2372,1,198,Monthly,Net Banking,Yes,10,10,0
CUST1704,28,Male,Pune,75436,50,1241,2,542,Yearly,Net Banking,Yes,12,5,1
CUST1705,55,Female,Kolkata,31539,17,1143,2,531,Yearly,Debit Card,Yes,26,4,1
CUST1706,22,Male,Kolkata,40310,30,956,4,320,Quarterly,UPI,No,8,8,1
CUST1707,40,Female,Bangalore,38947,59,2334,2,406,Yearly,Credit Card,No,18,3,1
CUST1708,52,Female,Mumbai,60979,37,2052,6,333,Quarterly,Credit Card,No,14,10,1
CUST1709,25,Female,Bangalore,64069,11,1589,3,297,Quarterly,Debit Card,Yes,30,4,1
CUST1710,39,Female,Mumbai,30692,7,2800,0,412,Yearly,Credit Card,Yes,26,10,1
CUST1711,44,Male,Bangalore,35209,45,2937,5,73,Monthly,Debit Card,No,8,8,1
CUST1712,43,Female,Kolkata,54594,37,1880,5,62,Yearly,Credit Card,Yes,10,5,1
CUST1713,33,Male,Chennai,37797,30,654,6,275,Quarterly,UPI,No,21,7,1
CUST1714,50,Male,Mumbai,31184,43,2225,4,300,Monthly,Debit Card,Yes,2,4,1
CUST1715,39,Female,Chennai,48690,7,2206,1,451,Monthly,Debit Card,No,5,10,0
CUST1716,54,Female,Bangalore,93851,59,2925,2,225,Monthly,Debit Card,No,17,2,1
CUST1717,50,Female,Chennai,47857,44,882,5,455,Quarterly,Debit Card,No,25,7,1
CUST1718,42,Female,Pune,58557,39,1935,3,208,Yearly,Credit Card,No,23,1,1
CUST1719,30,Female,Delhi,65892,32,1853,2,152,Monthly,UPI,No,15,3,1
CUST1720,40,Male,Chennai,92217,28,528,6,64,Monthly,Net Banking,No,6,6,1
CUST1721,34,Male,Kolkata,39095,8,2669,3,204,Yearly,Debit Card,Yes,4,3,1
CUST1722,42,Male,Hyderabad,59831,23,1856,2,525,Yearly,Debit Card,No,9,5,1
CUST1723,28,Male,Chennai,97598,7,2137,1,454,Yearly,Credit Card,No,22,8,1
CUST1724,58,Male,Bangalore,65081,43,1731,5,398,Monthly,UPI,No,25,2,1
CUST1725,33,Male,Mumbai,56299,26,2017,5,449,Yearly,Net Banking,Yes,25,7,1
CUST1726,27,Female,Pune,56026,25,2053,5,170,Monthly,UPI,No,11,2,1
CUST1727,49,Female,Pune,48610,56,1678,6,166,Quarterly,UPI,No,8,4,1
CUST1728,49,Male,Pune,89872,4,1313,0,352,Monthly,Credit Card,No,26,8,1
CUST1729,27,Male,Kolkata,62230,30,2976,4,177,Monthly,Net Banking,Yes,22,2,1
CUST1730,39,Female,Delhi,99806,12,994,4,143,Monthly,Net Banking,No,15,9,1
CUST1731,32,Female,Delhi,51650,35,1498,4,43,Monthly,Net Banking,Yes,22,8,1
CUST1732,22,Male,Pune,51042,43,2373,3,468,Quarterly,Debit Card,No,28,1,1
CUST1733,40,Female,Mumbai,43851,59,1191,4,155,Quarterly,Credit Card,Yes,17,5,1
CUST1734,47,Male,Delhi,35730,34,626,2,197,Yearly,Net Banking,Yes,16,6,1
CUST1735,34,Female,Kolkata,71979,54,918,3,265,Monthly,Credit Card,Yes,23,7,1
CUST1736,43,Male,Delhi,32841,40,584,0,518,Yearly,UPI,No,1,6,0
CUST1737,44,Male,Chennai,47010,23,1418,5,520,Quarterly,Net Banking,No,18,7,1
CUST1738,36,Female,Mumbai,51398,27,1312,3,495,Quarterly,UPI,No,24,3,1
CUST1739,28,Female,Pune,31073,48,2887,2,376,Monthly,Credit Card,No,9,5,1
CUST1740,52,Female,Mumbai,98116,26,795,4,206,Quarterly,Net Banking,Yes,23,4,1
CUST1741,58,Male,Chennai,42021,53,2127,0,57,Quarterly,Credit Card,No,9,2,1
CUST1742,46,Female,Pune,91497,50,796,5,360,Quarterly,Debit Card,No,25,6,1
CUST1743,27,Male,Mumbai,32881,40,1270,6,384,Monthly,Net Banking,No,1,8,1
CUST1744,40,Female,Pune,75201,49,2407,4,373,Quarterly,Debit Card,No,13,3,1
CUST1745,22,Male,Delhi,52499,25,2976,0,537,Yearly,UPI,No,30,2,1
CUST1746,46,Female,Pune,60607,34,720,2,54,Quarterly,Net Banking,No,16,6,1
CUST1747,30,Male,Hyderabad,72624,42,980,1,468,Quarterly,UPI,Yes,18,2,1
CUST1748,46,Female,Delhi,70581,21,2157,5,77,Monthly,UPI,Yes,11,7,1
CUST1749,52,Female,Pune,96537,10,2540,3,303,Yearly,Credit Card,No,28,8,1
CUST1750,30,Female,Bangalore,79630,15,1015,6,197,Monthly,Credit Card,No,9,9,1
CUST1751,47,Male,Kolkata,88755,17,771,6,98,Yearly,Debit Card,Yes,23,5,1
CUST1752,41,Male,Chennai,68990,18,1122,1,359,Quarterly,Debit Card,Yes,29,9,1
CUST1753,29,Female,Pune,30066,48,690,5,146,Quarterly,Credit Card,No,11,3,1
CUST1754,58,Male,Hyderabad,41772,42,1687,4,297,Yearly,Credit Card,No,5,10,1
CUST1755,30,Female,Bangalore,62966,2,2281,3,516,Yearly,Net Banking,Yes,21,7,1
CUST1756,50,Female,Hyderabad,74237,26,678,4,118,Quarterly,UPI,Yes,18,4,1
CUST1757,38,Female,Bangalore,33084,58,1231,1,404,Monthly,Credit Card,Yes,6,3,1
CUST1758,56,Female,Pune,59265,11,1715,4,496,Yearly,UPI,No,30,8,1
CUST1759,25,Male,Chennai,90430,25,2015,6,212,Yearly,UPI,Yes,14,1,1
CUST1760,40,Male,Bangalore,61186,49,1667,6,261,Yearly,Credit Card,Yes,19,8,1
CUST1761,39,Male,Kolkata,31577,17,2720,4,36,Quarterly,Credit Card,Yes,27,10,1
CUST1762,55,Female,Kolkata,91957,24,1413,6,163,Quarterly,Credit Card,No,29,9,1
CUST1763,38,Male,Kolkata,94173,24,2878,1,412,Yearly,UPI,Yes,19,2,1
CUST1764,49,Male,Bangalore,43386,38,1712,5,50,Yearly,UPI,Yes,22,8,1
CUST1765,51,Female,Hyderabad,34922,8,2726,3,141,Monthly,UPI,No,22,7,1
CUST1766,30,Male,Hyderabad,32716,8,1835,5,64,Yearly,UPI,No,27,3,1
CUST1767,28,Female,Delhi,80906,16,1466,3,116,Monthly,Debit Card,Yes,9,10,0
CUST1768,54,Male,Bangalore,64980,41,2222,6,238,Yearly,Credit Card,Yes,3,5,1
CUST1769,53,Male,Hyderabad,63139,47,1969,2,145,Monthly,Debit Card,No,14,1,1
CUST1770,45,Female,Bangalore,77766,18,1573,5,527,Yearly,Credit Card,Yes,15,6,1
CUST1771,48,Male,Mumbai,67425,36,2794,6,416,Yearly,Net Banking,Yes,30,9,1
CUST1772,55,Male,Chennai,40143,30,2407,0,30,Monthly,Net Banking,No,2,9,0
CUST1773,50,Male,Delhi,53649,18,2490,4,43,Monthly,Credit Card,Yes,8,6,1
CUST1774,23,Male,Hyderabad,43668,14,839,4,474,Yearly,Credit Card,No,21,6,1
CUST1775,56,Female,Mumbai,58132,16,2853,1,157,Monthly,Net Banking,No,17,1,1
CUST1776,37,Male,Delhi,81702,2,1096,6,511,Monthly,UPI,Yes,30,6,1
CUST1777,38,Male,Bangalore,59670,25,2872,4,477,Quarterly,Debit Card,No,16,3,1
CUST1778,58,Female,Delhi,56312,5,1949,0,294,Monthly,UPI,Yes,11,4,1
CUST1779,43,Female,Mumbai,61551,22,1962,4,451,Monthly,Net Banking,No,27,1,1
CUST1780,39,Male,Hyderabad,56950,1,1394,0,542,Monthly,Credit Card,No,24,4,1
CUST1781,25,Female,Kolkata,98689,27,2206,2,190,Monthly,Net Banking,No,28,10,1
CUST1782,57,Female,Bangalore,58229,16,1301,6,501,Quarterly,Credit Card,Yes,24,1,1
CUST1783,34,Female,Mumbai,43329,54,2660,4,200,Quarterly,Credit Card,No,7,10,1
CUST1784,38,Male,Bangalore,63686,54,998,5,100,Quarterly,UPI,Yes,24,2,1
CUST1785,28,Female,Chennai,67333,58,692,3,523,Monthly,UPI,No,17,4,1
CUST1786,50,Male,Kolkata,82116,26,2369,0,460,Quarterly,UPI,No,12,10,0
CUST1787,27,Male,Pune,68871,27,1339,0,270,Quarterly,Net Banking,No,17,8,1
CUST1788,28,Female,Delhi,62574,57,1450,3,315,Monthly,Credit Card,Yes,29,6,1
CUST1789,32,Female,Bangalore,48557,29,2022,0,187,Quarterly,UPI,No,16,2,1
CUST1790,38,Female,Hyderabad,57094,25,1730,5,469,Quarterly,UPI,No,22,3,1
CUST1791,40,Female,Chennai,70875,34,2416,0,506,Quarterly,Credit Card,No,6,5,1
CUST1792,22,Female,Chennai,46562,1,2766,4,521,Quarterly,Debit Card,No,27,6,1
CUST1793,47,Male,Pune,32895,28,564,3,200,Monthly,Net Banking,No,17,9,1
CUST1794,44,Male,Bangalore,34011,53,2655,6,191,Yearly,Debit Card,Yes,14,4,1
CUST1795,35,Male,Pune,62769,10,2981,4,110,Yearly,Credit Card,Yes,5,6,1
CUST1796,43,Male,Delhi,73880,20,628,5,530,Quarterly,Debit Card,No,26,6,1
CUST1797,40,Female,Bangalore,87233,6,2592,0,308,Monthly,Credit Card,No,23,10,1
CUST1798,34,Female,Bangalore,79178,26,1047,4,248,Monthly,UPI,Yes,25,5,1
CUST1799,23,Male,Hyderabad,70544,16,1098,5,363,Monthly,Credit Card,Yes,29,10,1
CUST1800,56,Male,Hyderabad,89470,3,2378,4,198,Yearly,Net Banking,No,9,7,1
CUST1801,28,Male,Pune,86633,32,2834,1,72,Yearly,Credit Card,Yes,7,9,0
CUST1802,22,Male,Kolkata,50028,14,1703,5,132,Quarterly,Credit Card,No,10,7,1
CUST1803,47,Male,Pune,34321,30,2263,4,155,Yearly,Credit Card,No,28,1,1
CUST1804,54,Male,Hyderabad,40313,51,1714,6,85,Yearly,Credit Card,Yes,16,9,1
CUST1805,53,Female,Delhi,90942,27,783,0,523,Quarterly,Debit Card,No,27,2,1
CUST1806,23,Male,Pune,45630,25,2991,5,541,Monthly,Credit Card,Yes,26,1,1
CUST1807,32,Male,Bangalore,97657,25,600,2,146,Monthly,Credit Card,Yes,6,9,0
CUST1808,45,Female,Bangalore,62167,46,1108,0,258,Monthly,Debit Card,Yes,25,2,1
CUST1809,53,Male,Delhi,47272,60,1841,0,366,Quarterly,Debit Card,No,17,5,1
CUST1810,51,Female,Bangalore,91607,58,2238,4,181,Monthly,Net Banking,No,10,1,1
CUST1811,39,Male,Chennai,30495,20,2648,4,111,Yearly,Net Banking,Yes,17,9,1
CUST1812,35,Female,Pune,62924,31,2679,1,433,Monthly,Credit Card,No,24,8,1
CUST1813,30,Male,Hyderabad,86398,27,1496,6,183,Quarterly,Debit Card,Yes,26,1,1
CUST1814,39,Female,Bangalore,68367,53,2997,0,302,Yearly,UPI,No,12,1,1
CUST1815,33,Male,Hyderabad,67040,56,1142,2,78,Yearly,Net Banking,No,23,10,1
CUST1816,56,Male,Chennai,87204,54,2298,5,331,Monthly,Debit Card,No,4,8,1
CUST1817,22,Male,Chennai,45896,10,1641,1,229,Monthly,Net Banking,Yes,29,7,1
CUST1818,49,Male,Hyderabad,41397,16,647,6,262,Quarterly,Debit Card,No,14,10,1
CUST1819,47,Male,Bangalore,75254,33,1037,0,330,Monthly,UPI,Yes,20,3,1
CUST1820,25,Female,Mumbai,58412,26,2037,5,315,Monthly,Credit Card,Yes,17,10,1
CUST1821,54,Female,Hyderabad,45116,14,2251,5,311,Quarterly,UPI,No,21,4,1
CUST1822,23,Female,Pune,88446,13,2851,3,159,Yearly,Credit Card,Yes,20,4,1
CUST1823,24,Male,Chennai,37489,36,577,2,538,Yearly,UPI,Yes,14,6,0
CUST1824,34,Female,Mumbai,74387,22,1023,3,152,Quarterly,Net Banking,No,22,5,1
CUST1825,28,Female,Hyderabad,64565,20,2904,6,472,Monthly,Credit Card,No,5,3,1
CUST1826,26,Male,Mumbai,30534,53,1532,6,416,Yearly,Net Banking,No,29,6,1
CUST1827,38,Male,Kolkata,76233,21,1672,0,296,Quarterly,UPI,Yes,6,8,0
CUST1828,45,Female,Chennai,49324,35,1130,5,532,Monthly,Debit Card,Yes,14,10,1
CUST1829,33,Male,Hyderabad,30363,55,1045,0,545,Quarterly,Debit Card,Yes,10,2,1
CUST1830,42,Female,Kolkata,58885,57,2744,2,41,Yearly,Debit Card,No,17,10,1
CUST1831,55,Male,Bangalore,63541,8,1136,2,296,Quarterly,Credit Card,No,25,9,1
CUST1832,23,Female,Pune,32567,58,2174,3,338,Yearly,UPI,No,4,10,0
CUST1833,42,Male,Chennai,39327,8,1373,3,282,Quarterly,Debit Card,Yes,14,6,0
CUST1834,42,Female,Bangalore,39045,21,2783,1,507,Quarterly,Credit Card,No,7,4,1
CUST1835,45,Male,Kolkata,61624,1,909,5,323,Quarterly,Debit Card,No,22,6,1
CUST1836,31,Male,Bangalore,45734,58,2180,2,271,Quarterly,Net Banking,Yes,6,8,0
CUST1837,31,Male,Hyderabad,51751,6,2604,5,68,Quarterly,UPI,Yes,24,1,1
CUST1838,39,Female,Pune,54503,28,1324,3,381,Quarterly,Debit Card,Yes,12,10,0
CUST1839,48,Male,Chennai,84857,46,1516,3,54,Quarterly,Credit Card,Yes,11,7,0
CUST1840,55,Female,Hyderabad,71139,40,2417,6,506,Monthly,Debit Card,No,7,8,1
CUST1841,54,Male,Kolkata,52785,18,2776,1,464,Yearly,Credit Card,No,18,6,1
CUST1842,39,Male,Kolkata,70701,24,2065,3,338,Quarterly,Credit Card,Yes,10,7,0
CUST1843,32,Male,Chennai,82409,26,1684,6,71,Monthly,Credit Card,No,19,2,1
CUST1844,58,Male,Mumbai,51341,19,1453,6,280,Quarterly,Net Banking,No,22,1,1
CUST1845,33,Male,Delhi,63313,53,1516,1,86,Quarterly,Debit Card,Yes,16,5,1
CUST1846,47,Female,Pune,57829,13,1862,4,288,Monthly,Debit Card,Yes,26,8,1
CUST1847,33,Male,Kolkata,90289,11,1631,3,514,Quarterly,Net Banking,Yes,22,2,1
CUST1848,58,Male,Hyderabad,75337,26,1727,6,283,Yearly,Net Banking,Yes,28,9,1
CUST1849,53,Female,Mumbai,73790,37,1920,4,488,Quarterly,Net Banking,No,10,4,1
CUST1850,34,Male,Delhi,51672,53,2913,1,391,Yearly,UPI,No,24,7,1
CUST1851,49,Male,Delhi,59087,35,754,6,40,Quarterly,UPI,No,12,10,1
CUST1852,58,Female,Bangalore,69148,49,718,6,490,Monthly,Credit Card,No,23,4,1
CUST1853,37,Male,Mumbai,61390,53,1373,0,329,Yearly,Net Banking,No,12,10,0
CUST1854,58,Male,Kolkata,96543,33,2255,0,313,Yearly,Credit Card,Yes,24,3,1
CUST1855,26,Male,Kolkata,57105,46,2368,6,394,Monthly,Net Banking,No,16,10,1
CUST1856,35,Female,Hyderabad,72025,38,1704,0,100,Yearly,UPI,Yes,24,9,1
CUST1857,29,Male,Mumbai,76762,57,1154,5,428,Monthly,Debit Card,No,5,3,1
CUST1858,31,Female,Kolkata,56627,31,1347,3,310,Monthly,Debit Card,No,23,2,1
CUST1859,57,Female,Bangalore,72292,18,2033,6,255,Monthly,Net Banking,No,9,4,1
CUST1860,50,Female,Delhi,86574,45,933,6,57,Yearly,Debit Card,Yes,10,4,1
CUST1861,26,Male,Pune,49177,1,2915,2,199,Monthly,Credit Card,Yes,22,7,1
CUST1862,47,Female,Pune,52821,23,1673,3,462,Quarterly,Debit Card,No,27,9,1
CUST1863,25,Male,Pune,48646,2,971,6,411,Monthly,Credit Card,No,15,8,1
CUST1864,55,Female,Bangalore,61099,26,1984,6,481,Monthly,Credit Card,No,16,4,1
CUST1865,24,Female,Chennai,45728,22,1637,0,532,Yearly,Debit Card,No,28,1,1
CUST1866,33,Male,Hyderabad,47718,21,2347,3,73,Quarterly,UPI,Yes,26,7,1
CUST1867,41,Male,Chennai,91646,23,664,4,174,Yearly,Net Banking,No,18,5,1
CUST1868,34,Male,Mumbai,95938,30,544,1,235,Quarterly,Debit Card,Yes,30,4,1
CUST1869,57,Female,Hyderabad,63132,44,2975,4,536,Quarterly,UPI,No,2,2,1
CUST1870,26,Male,Mumbai,34150,10,541,0,260,Monthly,Credit Card,Yes,5,10,0
CUST1871,31,Male,Pune,96917,27,1967,2,434,Monthly,Net Banking,No,8,1,1
CUST1872,49,Female,Bangalore,98685,21,1553,4,78,Yearly,Credit Card,No,9,1,1
CUST1873,26,Female,Pune,65897,57,2201,2,176,Monthly,Net Banking,Yes,4,2,1
CUST1874,54,Female,Mumbai,67879,33,945,4,407,Quarterly,Debit Card,No,12,10,1
CUST1875,52,Male,Kolkata,46645,57,1396,6,248,Quarterly,Debit Card,Yes,21,8,1
CUST1876,44,Female,Delhi,33443,20,1193,0,185,Yearly,Net Banking,Yes,5,8,0
CUST1877,42,Male,Mumbai,58690,33,1716,4,416,Monthly,Net Banking,No,10,5,1
CUST1878,56,Female,Chennai,79703,3,1676,6,266,Monthly,Net Banking,Yes,6,7,1
CUST1879,41,Female,Pune,57307,45,1707,6,397,Monthly,UPI,No,23,6,1
CUST1880,34,Female,Hyderabad,40748,2,2822,2,533,Quarterly,Credit Card,No,7,6,1
CUST1881,41,Female,Delhi,55616,27,757,6,48,Monthly,UPI,No,17,5,1
CUST1882,39,Female,Hyderabad,51876,54,1604,6,453,Yearly,Net Banking,No,13,4,1
CUST1883,59,Male,Hyderabad,83144,5,703,3,314,Quarterly,Credit Card,No,9,4,1
CUST1884,45,Female,Hyderabad,81012,18,2461,0,239,Monthly,Credit Card,Yes,17,8,1
CUST1885,32,Male,Delhi,51120,15,1811,3,294,Monthly,Net Banking,Yes,15,8,0
CUST1886,56,Male,Bangalore,80901,27,1888,3,350,Yearly,UPI,Yes,21,1,1
CUST1887,22,Female,Delhi,47929,47,2926,2,125,Monthly,Debit Card,No,30,7,1
CUST1888,43,Male,Delhi,72863,46,2255,1,111,Yearly,UPI,Yes,12,8,0
CUST1889,52,Male,Delhi,46198,36,1925,3,67,Quarterly,Debit Card,No,27,9,1
CUST1890,30,Female,Chennai,61213,8,1778,2,418,Monthly,Net Banking,Yes,14,4,1
CUST1891,41,Male,Mumbai,49867,12,2741,2,179,Yearly,Net Banking,No,23,4,1
CUST1892,59,Male,Delhi,66931,15,587,0,30,Monthly,UPI,Yes,7,9,0
CUST1893,52,Male,Chennai,44953,5,2143,1,387,Monthly,UPI,No,28,7,1
CUST1894,39,Female,Kolkata,61169,10,1489,3,151,Yearly,Debit Card,No,17,4,1
CUST1895,28,Female,Kolkata,63085,41,2002,2,281,Quarterly,UPI,No,27,7,1
CUST1896,55,Female,Kolkata,63477,50,544,1,208,Monthly,UPI,Yes,30,2,1
CUST1897,36,Male,Bangalore,50805,50,1939,2,544,Monthly,Credit Card,Yes,22,6,1
CUST1898,31,Male,Bangalore,41826,3,1008,3,122,Quarterly,Debit Card,No,16,1,1
CUST1899,28,Male,Kolkata,35495,2,2052,3,354,Monthly,UPI,No,10,9,1
CUST1900,48,Female,Mumbai,75772,19,776,5,545,Yearly,Debit Card,No,24,3,1
CUST1901,24,Male,Chennai,88535,48,809,2,508,Monthly,UPI,No,24,9,1
CUST1902,34,Female,Bangalore,98931,46,1345,4,291,Monthly,Net Banking,Yes,17,4,1
CUST1903,56,Female,Pune,81024,41,679,1,377,Monthly,Credit Card,Yes,11,10,0
CUST1904,43,Female,Mumbai,81638,3,726,3,471,Quarterly,Credit Card,Yes,12,8,1
CUST1905,26,Female,Hyderabad,91030,39,1536,0,522,Monthly,Credit Card,Yes,12,8,0
CUST1906,31,Female,Hyderabad,33407,45,2070,2,546,Quarterly,UPI,No,26,7,1
CUST1907,31,Female,Chennai,66713,52,2709,2,266,Monthly,Credit Card,No,7,2,1
CUST1908,27,Male,Mumbai,33880,32,2988,1,493,Quarterly,UPI,Yes,25,7,1
CUST1909,38,Female,Mumbai,73333,23,1614,5,99,Monthly,Credit Card,No,6,2,1
CUST1910,43,Female,Delhi,86920,15,2287,0,78,Quarterly,UPI,Yes,20,1,1
CUST1911,43,Female,Bangalore,76705,47,2680,6,195,Quarterly,UPI,No,22,5,1
CUST1912,58,Male,Bangalore,74786,31,1331,1,329,Yearly,Debit Card,Yes,18,7,1
CUST1913,54,Female,Kolkata,56639,54,662,1,543,Yearly,Credit Card,Yes,30,9,1
CUST1914,37,Male,Pune,43403,53,2382,5,343,Monthly,Credit Card,No,13,10,1
CUST1915,28,Female,Mumbai,76505,47,1064,2,482,Yearly,Credit Card,No,23,2,1
CUST1916,36,Male,Hyderabad,62991,26,850,2,378,Monthly,Net Banking,No,22,10,1
CUST1917,25,Male,Delhi,77997,3,1515,4,401,Yearly,Net Banking,No,11,1,1
CUST1918,59,Female,Chennai,43753,11,2568,6,131,Yearly,UPI,Yes,14,2,1
CUST1919,48,Male,Kolkata,78291,11,1634,1,152,Yearly,Debit Card,No,1,3,1
CUST1920,56,Female,Mumbai,73678,28,780,2,515,Quarterly,Debit Card,Yes,20,3,1
CUST1921,23,Male,Pune,50689,44,1469,4,287,Quarterly,Debit Card,No,2,6,1
CUST1922,52,Male,Hyderabad,44345,50,1001,4,78,Monthly,UPI,Yes,15,6,1
CUST1923,24,Male,Kolkata,58036,46,2765,4,375,Quarterly,UPI,No,6,10,1
CUST1924,29,Male,Hyderabad,45620,15,622,0,450,Yearly,Credit Card,No,3,4,1
CUST1925,52,Male,Bangalore,96060,56,707,6,178,Quarterly,Debit Card,Yes,2,6,1
CUST1926,48,Female,Hyderabad,33749,26,2221,5,387,Quarterly,Debit Card,Yes,14,9,1
CUST1927,32,Male,Hyderabad,34551,8,2132,4,228,Monthly,Net Banking,No,6,5,1
CUST1928,29,Male,Hyderabad,59685,21,1971,3,293,Monthly,Credit Card,Yes,26,2,1
CUST1929,50,Female,Chennai,91192,15,2189,1,531,Yearly,Debit Card,Yes,16,4,1
CUST1930,41,Female,Mumbai,90277,37,1865,6,436,Yearly,Debit Card,Yes,9,8,1
CUST1931,50,Female,Kolkata,79999,38,911,5,188,Quarterly,Net Banking,Yes,14,5,1
CUST1932,54,Male,Delhi,78632,9,1102,4,249,Quarterly,UPI,No,8,7,1
CUST1933,50,Female,Hyderabad,74678,42,1175,0,312,Yearly,UPI,No,26,2,1
CUST1934,46,Female,Hyderabad,67528,54,1648,2,35,Yearly,Net Banking,No,29,10,1
CUST1935,27,Male,Hyderabad,63332,2,1325,1,111,Monthly,Debit Card,Yes,23,2,1
CUST1936,33,Male,Pune,75717,37,2951,6,397,Yearly,Debit Card,Yes,20,1,1
CUST1937,22,Male,Chennai,90624,59,2420,4,507,Monthly,Net Banking,No,9,3,1
CUST1938,32,Male,Mumbai,35077,44,2336,1,478,Monthly,Net Banking,No,24,10,1
CUST1939,56,Female,Pune,80711,28,2007,2,272,Quarterly,Credit Card,Yes,22,9,1
CUST1940,55,Male,Pune,54398,26,614,3,328,Quarterly,Net Banking,No,5,3,1
CUST1941,34,Female,Hyderabad,47482,18,2005,6,326,Yearly,Credit Card,Yes,10,2,1
CUST1942,44,Female,Hyderabad,44650,39,758,3,36,Monthly,Credit Card,No,17,10,1
CUST1943,54,Female,Delhi,46559,15,1500,6,484,Monthly,Credit Card,Yes,4,4,1
CUST1944,57,Female,Chennai,80975,28,1856,0,217,Monthly,Net Banking,Yes,24,3,1
